id,unite,konu_alt_basligi,kazanım,soru_tipi,bloom,zorluk,gorsel_turu,veri_yapisi,on_bilgi,matematiksel_beceriler,baglam,kaynak_yil,dogru_cevap,image_path,kazanım_len,baglam_len,kazanım_kelime_sayisi,baglam_kelime_sayisi,kazanım_ort_kelime,baglam_ort_kelime,on_bilgi_sayisi,mat_beceri_sayisi,bloom_ordinal,gorsel_karmaşıklık,veri_yapisi_karmaşıklık
S193-2024-VeriAnalizi-IhracatUrunleri,Veri Analizi,Sütun ve Daire Grafiğini Birlikte Yorumlama,Sütun grafiğinde verilen yıllık ihracat miktarını ve daire grafiğinde verilen oranları ilişkilendirerek belirli ürün gruplarının ihracat gelirini hesaplar.,Karma Grafik Yorumlama ve Yüzde Problemi,Analiz,4,Sütun Grafik + Daire Grafik,Yıl bazlı miktar (sütun) + Ürün bazlı oran (daire) → Hesaplama,Yüzde hesaplama | Oranların toplamı | Sütun grafiğinde değer okuma | Toplam üzerinden pay bulma,Çarpma | Bölme | Oran-orantı | Yüzde hesaplama,Bir tekstil şirketinin ihracat gelirlerinin yıllara ve ürünlere göre dağılımı,2024,A,images/veri_analizi_193.png,155,77,18,10,8.61111111111111,7.7,4,4,3,3,2
S194-2019-VeriAnalizi-KarZararUrun,Veri Analizi,Daire Grafiği ve Tabloyu Birlikte Yorumlama,Daire grafiğinde verilen alış–satış oranlarını ve tabloda verilen fiyatları ilişkilendirerek kâr–zarar hesaplaması yapar.,Grafik + Tablo Yorumlama ve Kâr-Zarar Problemi,Analiz,4,Daire Grafik + Tablo,Daire (alış-satış oranı) + Tablo (fiyat verisi) → Kâr/Zarar Hesaplama,Merkez açı ile oran ilişkisi | Alış ve satış fiyatı kavramı | Kâr-zarar yüzdesi | Toplam gelir ve gider hesaplama,Oran-orantı | Toplama | Çarpma | Yüzde hesaplama | Kâr-zarar analizi,Bir pazarcının sattığı ürünlerde alış–satış fiyatı ve kâr-zarar hesaplaması,2019,A,images/veri_analizi_194.png,121,75,13,9,9.307692307692308,8.333333333333334,4,5,3,3,2
S195-2022-VeriAnalizi-GeziKatilim,Veri Analizi,İki Daire Grafiğini Birlikte Yorumlama,Birden fazla daire grafiğindeki oranları ilişkilendirerek kişi sayılarını hesaplar.,Oran Problemi + Grafik Yorumlama,Analiz,5,İki Daire Grafik,Daire (katılımcı oranı) + Daire (ücret dağılımı) → Kişi sayısı hesaplama,Merkez açı – oran ilişkisi | Oran-orantı | Toplamı paylara ayırma | Ters orantı mantığı,Oran hesaplama | Parça-bütün ilişkisi | Açıdan yüzdelik çıkarma | Toplam kişi bulma,Farklı illerden geziye katılan kişilerin ücret paylaşımının analizi,2022,D,images/veri_analizi_195.png,83,67,9,8,9.222222222222221,8.375,4,4,3,2,2
S196-2023-VeriAnalizi-AylarArasiSatis,Veri Analizi,İki Daire Grafiğini Birlikte Yorumlama,"İki farklı aya ait daire grafiklerinde verilen oranları, toplam satış miktarı ve yüzde artış bilgisiyle ilişkilendirerek ürün sayıları arasında bağ kurar.",Karma Grafik Yorumlama ve Yüzde Problemi,Analiz,4,İki Daire Grafik,Daire Grafik (Ocak + Şubat) → Oran ve Sayı Hesaplama,Daire grafiğinde merkez açı | Oran-orantı | Yüzde artış hesaplama | Toplam satışın parçalara dağıtılması,Oran bulma | Yüzde ile artış/azalış hesaplama | Daire grafiğini sayıya çevirme | Denklem kurma ve çözme,"Bir mağazada pantolon, gömlek ve tişört satışlarının ocak ve şubat aylarındaki dağılımı",2023,C,images/veri_analizi_196.png,154,87,21,12,7.333333333333333,7.25,4,4,3,2,2
S197-2025-VeriAnalizi-SinifBoyama,Veri Analizi,Daire ve Sütun Grafiğini Birlikte Yorumlama,"Daire grafiğinde sınıfların alanlarını, sütun grafiğinde 1 m² için verilen boya miktarlarını kullanarak toplam boya miktarını hesaplar.",Karma Grafik Yorumlama ve Gerçek Yaşam Problemi,Analiz,4,Daire Grafik + Sütun Grafik,Daire (alan oranı) + Sütun (1 m² boya miktarı) → Toplam boya miktarı,Daire grafiğinde merkez açı | Oran-orantı | Birimle çarpma | Birim dönüştürme (mL ↔ L),Oran bulma | Çarpma | Toplama | Birim dönüştürme | Gerçek yaşam problem çözme,Anaokulundaki sınıfların duvarlarının farklı renk boyalarla boyanması,2025,B,images/veri_analizi_197.png,135,69,17,7,7.9411764705882355,9.857142857142858,4,5,3,3,2
S198-2023-VeriAnalizi-SatisElemanlari,Veri Analizi,Sütun Grafiği ve Daire Grafiğini Birlikte Yorumlama,Sütun grafiğinde verilen bireysel satış sayılarını kullanarak kız ve erkek satış elemanlarının toplam satış miktarlarını karşılaştırır ve oranı daire grafiğinde gösterir.,Grafik Yorumlama + Oran Problemi,Analiz,5,Sütun Grafik + Daire Grafik (Seçenekler),Sütun (bireysel satışlar) → Toplam satışlar → Daire (kız/erkek oranı),Sütun grafiğini okuma | Toplam bulma | Oran hesaplama | Daire grafiği merkez açı,Toplama | Oran-orantı | Parça-bütün ilişkisi | Merkez açı hesaplama,Bir mağazadaki satış elemanlarının günlük satış performanslarının kız–erkek karşılaştırması,2023,C,images/veri_analizi_198.png,170,91,21,9,8.095238095238095,10.11111111111111,4,4,3,3,3
S199-2020-VeriAnalizi-KirtasiyeSatis,Veri Analizi,Daire Grafiğinde Oran ve Toplam Sayı Hesaplama,Daire grafiğinde verilen merkez açıları kullanarak ürünlerin oranlarını belirler ve bu oranlara göre toplam ürün sayısını hesaplar.,Oran Problemi ve En Az Toplam Bulma,Analiz,4,Daire Grafik,Daire Grafik (merkez açı) → Oran → Toplam ürün sayısı,Daire grafiğinde merkez açı | Oran-orantı | Tam sayı katları | Eşit orantılı dağılım,Oran bulma | Parça-bütün ilişkisi kurma | En az ortak kat (EKOK) kullanma | Denklem kurma,"Bir kırtasiyede bir günde satılan hikaye, dergi, şiir ve test kitabı sayılarının analizi",2020,B,images/veri_analizi_199.png,131,88,17,13,7.705882352941177,6.769230769230769,4,4,3,2,3
S200-2023-VeriAnalizi-OtoGalerisi,Veri Analizi,"Daire, Sütun Grafik ve Tabloyu Birlikte Yorumlama","Daire grafiğinde verilen aylara göre toplam satışları, sütun grafiğinde verilen aylık toplamları ve tabloda verilen marka bazlı satış sayılarını ilişkilendirerek istenen markanın toplam satışını hesaplar.",Karma Grafik Yorumlama ve Oran Problemi,Analiz,5,Daire Grafik + Sütun Grafik + Tablo,Daire (aylara göre toplam satış) + Sütun (aylık toplam araç sayısı) + Tablo (marka bazlı ay satışları) → Belirli markanın toplam satış sayısı,Daire grafiğinde merkez açı ve oran ilişkisi | Sütun grafiğinde nicel değer okuma | Tabloda verilen çoklu veriyi okuma | Toplamı parçalara ayırma,Oran-orantı kurma | Toplama ve çıkarma | Denklem kurma | Birden fazla temsili (grafik + tablo) ilişkilendirme,"Bir otomobil galerisinde A ve B marka araçların mayıs, haziran, temmuz ve ağustos aylarındaki satışlarının analizi",2023,A,images/veri_analizi_200.png,204,114,25,16,8.16,7.125,4,4,3,3,2
S201-2022-VeriAnalizi-KitapSatis,Veri Analizi,Daire Grafiğinde Oran ve Ters Orantı,Fiyatları farklı olan ürünlerin eşit tutarlı satışlarından hareketle satış miktarlarını ters orantı kullanarak bulur ve bunları daire grafiği ile ilişkilendirir.,Oran Problemi ve Daire Grafik Eşleştirme,Analiz,3,Daire Grafik (Seçenekler),Birim fiyatlar → Ters orantılı satış miktarları → Daire grafiği açıları,Oran-orantı | Ters orantı kavramı | Daire grafiğinde merkez açı | Toplamın paylaştırılması,Oran bulma | Ters orantı kurma | Çarpma ve bölme | Parça-bütün ilişkisi kurma,İnternet üzerinden satılan üç farklı kitabın eşit tutarlı siparişleri,2022,C,images/veri_analizi_201.png,161,69,20,9,8.05,7.666666666666667,4,4,3,2,3
S202-2021-VeriAnalizi-GofretSatis,Veri Analizi,Daire Grafiği ve Sütun Grafiğinin Birlikte Yorumlanması,Daire grafiğinde verilen merkez açı ve yüzdelik bilgiler ile toplam satış sayısını ilişkilendirerek her bir markanın satış miktarını hesaplar.,Karma Grafik Yorumlama ve Sayısal Analiz,Analiz,5,Daire Grafik + Sütun Grafik (Seçenekler),Daire (oranlar ve merkez açı şartları) → Sayısal satış miktarı → Sütun grafiği,Daire grafiğinde merkez açı–oran ilişkisi | Yüzde hesaplama | Toplamın parçaya dağıtılması | Koşullu oran yorumlama,Oran-orantı | Yüzde hesaplama | Denklem kurma | Birden fazla temsili ilişkilendirme,Bir markette farklı gofret markalarının aylık satışlarının analizi,2021,A,images/veri_analizi_202.png,142,66,19,8,7.473684210526316,8.25,4,4,3,3,3
S203-2019-VeriAnalizi-OtobusUcret,Veri Analizi,Tablo ve Daire Grafiğini Birlikte Yorumlama,Tabloda verilen ücret tarifesini ve daire grafiğinde verilen oranları kullanarak toplam yolcu sayısına göre kazanılan ücreti hesaplar.,Karma Grafik Yorumlama ve Ücret Hesaplama Problemi,Analiz,4,Tablo + Daire Grafik,Tablo (mesafe–ücret) + Daire Grafik (yolcu oranı) → Toplam ücret,Daire grafiğinde merkez açı | Oran-orantı | Tablo okuma | Çarpma ve toplama işlemleri,Oran bulma | Birim fiyatla çarpma | Toplam geliri hesaplama | Veri birleştirme (tablo + grafik),Bir otobüs firmasının farklı mesafelerdeki yolculardan aldığı ücretlerin analizi,2019,D,images/veri_analizi_203.png,134,80,17,9,7.882352941176471,8.88888888888889,4,4,3,3,2
S204-2018-VeriAnalizi-CikolataDagitim,Veri Analizi,Sütun Grafiği ve Daire Grafiğini Birlikte Yorumlama,Günlük üretim miktarlarını sütun grafiğinden okuyarak promosyon yüzdelerine göre dağıtılan çikolata sayısını hesaplar ve toplam dağılımı daire grafiği ile ilişkilendirir.,Karma Grafik Yorumlama ve Yüzde Problemi,Analiz,5,Sütun Grafik + Daire Grafik (Seçenekler),Sütun (günlük üretim) + Yüzde (promosyon) → Haftalık toplam dağıtım → Daire grafiği,Sütun grafiği okuma | Yüzde hesaplama | Toplam bulma | Daire grafiğinde merkez açı–oran ilişkisi,Çarpma | Toplama | Oran hesaplama | Parça-bütün ilişkisi kurma,Bir çikolata fabrikasında haftalık promosyon için dağıtılan çikolata paketlerinin türlere göre analizi,2018,D,images/veri_analizi_204.png,170,102,20,12,8.5,8.5,4,4,3,3,3
S205-2018-VeriAnalizi-CerezKarismi,Veri Analizi,İki Daire Grafiğinin Birlikte Yorumlanması,İki farklı karışımın daire grafiğinde verilen yüzdelik oranlarını kullanarak kütle hesapları yapar ve ortak şartlara göre istenen toplam kütleyi bulur.,Karma Grafik Yorumlama + Oran Problemi,Analiz,5,İki Daire Grafik,Daire Grafik (I. tip + II. tip karışım) → Kütle oranları → Ortak şart (fıstık eşitliği) → Sonuç,Daire grafiğinde merkez açı–oran ilişkisi | Kütle oranı hesaplama | Ortak değer koşulu uygulama | Denklem kurma,Oran-orantı | Çarpma | Denklem çözme | Toplam bulma,Yusuf’un iki farklı tip karışık çerezden aldığı paketlerdeki kuru yemiş miktarlarının hesaplanması,2018,C,images/veri_analizi_205.png,151,98,20,12,7.55,8.166666666666666,4,4,3,2,3
S206-2024-VeriAnalizi-YagmurOrmaniCanlilari,Veri Analizi,Daire Grafiğinde Oran İlişkileri,Verilen oran ilişkilerini kullanarak her bir türün toplam içindeki payını hesaplar ve daire grafiği ile eşleştirir.,Oran Problemi + Daire Grafik Eşleştirme,Analiz,4,Daire Grafik,Beş tür → oran ilişkileri → merkez açıya dönüştürme → doğru grafiği seçme,Merkez açı–oran ilişkisi | Oran-orantı | Toplamı parçaya ayırma,Oran hesaplama | Toplamı paylaştırma | Merkez açı hesaplama | Grafik yorumlama,Yağmur ormanlarında yaşayan canlı türlerinin sayılarının oran ilişkilerine göre daire grafiği oluşturma,2024,B,images/veri_analizi_206.png,115,103,16,12,7.1875,8.583333333333334,3,4,3,2,3
S207-2023-VeriAnalizi-IhracatIthalatFarklari,Veri Analizi,Sütun Grafiklerinden Fark Hesaplayarak Daire Grafiği Oluşturma,Yıllara ait ithalat ve ihracat verilerinin farklarını hesaplayarak bu verileri daire grafiği şeklinde ifade eder.,Grafik Yorumlama + Fark Hesaplama + Daire Grafik Eşleştirme,Analiz,4,Sütun Grafik + Daire Grafik (Seçenekler),Yıllara göre ihracat–ithalat farkı → Toplam farkların merkez açıya dönüştürülmesi → Doğru daire grafiğini seçme,İthalat–ihracat farkı hesaplama | Daire grafiğinde merkez açı–oran ilişkisi | Toplam veri üzerinden paylaştırma,Çıkarma | Oran bulma | Merkez açı hesaplama | Grafik yorumlama,Bir ülkenin yıllara göre dış ticaret farklarının daire grafiğiyle gösterilmesi,2023,C,images/veri_analizi_207.png,113,78,15,10,7.533333333333333,7.8,3,4,3,3,3
S208-2020-VeriAnalizi-KarDegisim,Veri Analizi,Çizgi Grafiğini Yorumlama ve Oransal Karşılaştırma,"Çizgi grafiğinde verilen yıllara ait kâr verilerini karşılaştırarak doğru çıkarımlarda bulunur, oran ve yüzde değişim analizi yapar.",Grafik Yorumlama + Oran/Yüzde Değişimi Analizi,Analiz,4,Çizgi Grafik,"Yıllara göre A ve B şirketlerinin kâr değerleri → Fark, oran ve yüzdelik değişimlerin yorumlanması",Çizgi grafiğinde nokta okuma | Yüzde değişim hesaplama | Toplam ve karşılaştırma yapma,Toplama | Çıkarma | Oran ve yüzde hesaplama | Karşılaştırma,İki şirketin yıllara göre kâr değişimlerinin incelenmesi,2020,A,images/veri_analizi_208.png,132,56,17,7,7.764705882352941,8.0,3,4,3,2,2
S209-2023-VeriAnalizi-KulupSecimi,Veri Analizi,Sütun Grafiği → Daire Grafiğe Dönüştürme,Sütun grafiği ve ek verilen bilgilerden yararlanarak veri hesaplar ve uygun daire grafiğini seçer.,Grafik Yorumlama ve Dönüştürme,Uygulama,3,Sütun Grafik + Daire Grafik (Seçenekler),Sütun → Daire,Sütun grafiğinden değer okuma | Oran-orantı | Merkez açı–öğrenci sayısı ilişkisi | Toplam üzerinden eksik-veri tamamlama,Veri tamamlama | Toplama | Oran kurma | Açı hesaplama,Bir sınıftaki öğrencilerin kulüp seçimleri,2023,A,images/veri_analizi_209.png,98,42,14,5,7.0,8.4,4,4,2,3,2
S210-2025-VeriAnalizi-YurtKayit,Veri Analizi,Tablo ve Daire Grafik İlişkisi,Tablo ve grafik üzerinde verilen verileri ilişkilendirerek merkez açı hesaplaması yapar.,Tablo Yorumlama ve Merkez Açı Hesaplama,Uygulama,3,Daire Grafik + Tablo,Tablo → Daire Grafik,Oran-orantı | Merkez açı hesaplama | Toplama-çıkarma | Veri karşılaştırma,Oran kurma | Yüzdeyi açıya dönüştürme | Veri çıkarımı | Fark hesaplama,Yurda yeni kayıt yaptıran ve kaydını sildiren öğrencilerin yıllara göre dağılımı,2025,C,images/veri_analizi_210.png,88,80,11,11,8.0,7.2727272727272725,4,4,2,3,2
S211-2019-VeriAnalizi-YenilenebilirEnerji,Veri Analizi,Grafik Yorumlama,Tablo ve daire grafiğinden verilen oranları okuyarak çıkarım yapar.,Grafik Yorumlama ve Muhakeme,Analiz,3,Daire Grafik + Tablo,Daire Grafik → Tablo,Yüzde hesaplama | Oran karşılaştırma | Grafik okumada yorumlama,Karşılaştırma | Çıkarım yapma | Yüzde karşılaştırması,Dünya üzerindeki yenilenebilir enerji kaynaklarının kullanım oranlarının karşılaştırılması,2019,C,images/veri_analizi_211.png,67,90,9,8,7.444444444444445,11.25,3,3,3,3,2
S212-2023-VeriAnalizi-OgrenciHareketleri,Veri Analizi,Daire ve Sütun Grafiğini Birlikte Yorumlama,Daire ve sütun grafiklerinden elde edilen yüzdeleri kullanarak öğrenci sayılarını hesaplar.,Grafik Yorumlama + Oran Hesaplama,Analiz,4,Daire Grafik + Sütun Grafik,Daire Grafik → Sütun Grafik,Yüzde–öğrenci sayısı ilişkisi | Daire grafiğinde merkez açı–oran bağlantısı | Sütun grafiklerinden pozitif/negatif değer okuma,Oran hesaplama | Toplamdan parça bulma | Grafik verisini aritmetiğe dönüştürme | Mantıksal ilişki kurma,Okulda sınıflara göre öğrenci hareketlerinin (gelen–ayrılan) analiz edilmesi,2023,A,images/veri_analizi_212.png,91,76,11,8,8.272727272727273,9.5,3,4,3,3,2
S213-2023-VeriAnalizi-Tereyagi,Veri Analizi,Tablo ve Sütun Grafiğini Kullanarak Problem Çözme,"Tablo ve sütun grafiğinde verilen üretim ve fiyat verilerini kullanarak gelir hesabı yapar, bilinmeyen miktarı bulur.",Gerçek Yaşam Problemi – Gelir Hesaplama,Analiz,4,Tablo + Sütun Grafik,Tablo + Sütun → Denklem Kurma,Birim fiyat ve toplam gelir ilişkisi | Çarpma-bölme işlemleri | Denklem kurma mantığı | En fazla/en az problemleri,Cebirsel ifade kurma | Denklem çözme | Sayı aralığında tam sayı seçme | Optimizasyon (en fazla miktarı bulma),"Çiftlik ürünleri (elma, kiraz, tereyağı) satışından elde edilen gelirin analizi",2023,B,images/veri_analizi_213.png,117,79,16,10,7.3125,7.9,4,4,3,3,2
S214-2020-VeriAnalizi-KusSatis,Veri Analizi,Daire Grafiği → Sütun Grafiği Dönüşümü,Daire grafiğinde verilen türlere göre dağılımı yorumlayarak gerçek sayı değerlerini bulur ve bu değerleri sütun grafiğiyle eşleştirir.,Grafik Yorumlama ve Dönüştürme,Analiz,3,Daire Grafik + Sütun Grafik (Seçenekler),Daire → Sütun,Açı–oran ilişkisi | Daire grafiğinde merkez açı yorumlama | Orantı kurma | Çarpma–bölme işlemleri,Oran-orantı | Birim değer bulma | Grafik karşılaştırma | Veri dönüştürme,Pet shopta satılan kuş türlerinin aylara göre satış miktarlarının karşılaştırılması,2020,C,images/veri_analizi_214.png,134,83,17,10,7.882352941176471,8.3,4,4,3,3,2
S215-2021-VeriAnalizi-AracTestSurusu,Veri Analizi,Daire Grafiği Yorumlama,Daire grafiğinde verilen araç modeli kullanım oranlarını yorumlayarak toplam sayıyı hesaplar.,Grafik Yorumlama,Uygulama,3,Daire Grafik + Sütun Grafik,Açı → Sayı,Merkez açı–oran ilişkisi | Orantı kurma | Sütun grafiği okuma | Toplam değer hesaplama,Oran-orantı | Toplama | Veri analizi | Açıdan gerçek sayı bulma,Araç firmasında müşterilerin test sürüşü tercihlerinin analizi,2021,D,images/veri_analizi_215.png,93,62,11,7,8.454545454545455,8.857142857142858,4,4,2,3,2
S216-2025-VeriAnalizi-HaliYikama,Veri Analizi,Sütun ve Daire Grafiğini Birlikte Yorumlama,Sütun grafiği ve daire grafiğinde verilen verileri ilişkilendirerek sayısal karşılaştırmalar yapar.,Grafik Yorumlama ve Karşılaştırma,Analiz,3,Sütun Grafik + Daire Grafik,Sütun → Daire,Merkez açı–oran ilişkisi | Sütun grafiğinde yükseklik okuma | Toplam değeri parçaya dağıtma | Karşılaştırma yapma,Oran-orantı | Toplama | Açıdan gerçek sayı bulma | Veri analizi,Halı yıkama şirketinde farklı metrekaredeki halıların yıkanma sayılarının analizi,2025,B,images/veri_analizi_216.png,99,81,11,9,9.0,9.0,4,4,3,3,2
S217-2023-VeriAnalizi-UrunMiktari,Veri Analizi,Sütun Grafiğinden Daire Grafiğine Dönüşüm,Sütun grafiğinde verilen miktarların değişimini yorumlayarak yeni yıl verilerini hesaplar ve uygun daire grafiğini seçer.,Veri Dönüşümü ve Grafik Yorumlama,Analiz,4,Sütun Grafik + Daire Grafik (Seçenekler),Sütun → Daire,Oran-orantı | Açı–miktar ilişkisi | Fark hesaplama | Daire grafiği yorumlama,Toplama | Çıkarma | Orantı kurma | Merkez açıyı hesaplama | Veriyi grafikle eşleştirme,Çiftçinin iki yıl arasındaki ürün miktarı değişiminin analizi,2023,A,images/veri_analizi_217.png,121,61,15,8,8.066666666666666,7.625,4,5,3,3,2
S218-2024-VeriAnalizi-BisikletUcret,Veri Analizi,Daire Grafik Yorumlama ve Gerçek Yaşam Ücret Problemleri,Daire grafiğinde verilen süre dağılımını yorumlayarak toplam süreyi ve buna bağlı ulaşım ücretini hesaplar.,Grafik Yorumlama + Ücret Hesaplama,Analiz,4,Daire Grafik + Bilgi Kartı,Daire Grafik → Oran → Süre → Ücret,Merkez açı–süre oranı ilişkisi | Oran-orantı | Birim zamanda ücret hesabı | Toplam süreyi parçaya ayırma,Oran kurma | Denklem kurma | Zamana göre ücret hesaplama | Gerçek yaşam problemi çözme,Şehir içi kiralık bisikletle yapılan yolculukta geçen süreye göre ödeme hesabı,2024,C,images/veri_analizi_218.png,107,78,14,11,7.642857142857143,7.090909090909091,4,4,3,3,3
S219-2021-VeriAnalizi-OtoparkUcret,Veri Analizi,Daire Grafiği Yorumlama ve Ücret Hesaplama,Daire grafiğinde verilen süre dağılımına göre araç sayısını belirler ve tabloda verilen ücretlere göre toplam maliyeti hesaplar.,Grafik Yorumlama + Gerçek Yaşam Ücret Problemi,Analiz,3,Daire Grafik + Tablo,Açı → Oran → Sayı → Ücret,Merkez açı–oran ilişkisi | Oran-orantı | Tablo okuma | Toplam maliyet hesaplama,Oran hesaplama | Çarpma | Toplama | Gerçek yaşam problemlerini modelleme,Otoparkta araç kalma sürelerine göre ücretlendirme analizi,2021,B,images/veri_analizi_219.png,128,58,17,7,7.529411764705882,8.285714285714286,4,4,3,3,3
S220-2021-VeriAnalizi-PoşetMemnuniyet,Veri Analizi,Sütun ve Daire Grafiğini Birlikte Yorumlama,Sütun grafiğindeki memnuniyet yüzdelerini ve daire grafiğindeki kullanıcı oranlarını ilişkilendirerek gerçek kullanıcı sayılarını hesaplar.,Grafik Yorumlama + Oran Hesaplama,Analiz,4,Sütun Grafik + Daire Grafik,Yüzde → Oran → Sayı,Merkez açı–oran ilişkisi | Yüzdeden sayı bulma | Oran-orantı | Grafikler arası ilişki kurma,Yüzde hesaplama | Oran kurma | Çarpma | Gerçek veri analizi,Market müşterilerinin alışveriş poşetlerinden memnuniyet analizinin yapılması,2021,B,images/veri_analizi_220.png,139,77,14,7,9.928571428571429,11.0,4,4,3,3,3
S221-2023-VeriAnalizi-AgacSayilari,Veri Analizi,Sütun Grafiği Yorumlama,Sütun grafiğinde verilen yıllara göre değişen değerleri karşılaştırarak doğru ifadeleri belirler.,Grafik Yorumlama ve Karşılaştırma,Analiz,3,Sütun Grafik,Yıl → Değer Karşılaştırma,Sütun grafiği okuma | Değerler arasında fark bulma | Yıllara göre karşılaştırma | Toplam hesaplama,Çıkarma | Toplama | Karşılaştırma | Veri analizi,Belediyenin yıllara göre gerçekleştirdiği ağaç dikim miktarlarının analizi,2023,C,images/veri_analizi_221.png,97,74,11,8,8.818181818181818,9.25,4,4,3,2,2
S222-2025-VeriAnalizi-MeyveSuyuATOM,Veri Analizi,Sütun ve Daire Grafiğini Kullanarak Orantı Problemi Çözme,Sütun grafiğinde verilen litre–kilogram ilişkisini ve daire grafiğinde verilen karışım oranlarını kullanarak istenen miktar için gerekli madde miktarını hesaplar.,Grafik Yorumlama ve Orantı Problemi,Uygulama,3,Sütun Grafik + Daire Grafik,Sütun → Oran → Miktar Hesabı,Sütun grafiğinde değer okuma | Daire grafiğinde oran (merkez açı) okuma | Oran-orantı | Birim miktar hesabı,Orantı kurma | Birim değerden toplam miktar bulma | Çarpma-bölme işlemleri | Veriyi grafiklerden okuyup yorumlama,Farklı meyvelerden elde edilen meyve sularının belirli oranlarda karıştırılarak içecek hazırlanması,2025,B,images/veri_analizi_222.png,162,99,19,11,8.526315789473685,9.0,4,4,2,3,3
S223-2021-VeriAnalizi-HastanePersonel,Veri Analizi,Daire ve Sütun Grafiklerini Birlikte Yorumlama,Daire grafiğindeki başlangıç personel dağılımı ile sütun grafiğindeki atanan personel sayılarını ilişkilendirerek yeni dağılımı belirler.,Grafik Yorumlama ve Veri Güncelleme,Analiz,4,Daire Grafik + Sütun Grafik + Daire Grafik (Seçenekler),Açı → Sayı → Yeni Dağılım,Merkez açı–oran ilişkisi | Sütun grafiğinde sayı okuma | Toplam personel dağılımı hesaplama | Boş kadro hesaplama,Oran-orantı | Toplama | Çıkarma | Açı hesaplama | Veri bütünleştirme,Hastanedeki personel kadrolarının atamalar sonrası yeniden dağılımının incelenmesi,2021,D,images/veri_analizi_223.png,137,82,15,8,9.133333333333333,10.25,4,5,3,3,3
S224-2025-VeriAnalizi,Veri Analizi,Grafik Dönüştürme,Sütun grafiğindeki verileri daire grafiğine dönüştürür.,Dönüştürme ve Hesaplama,Uygulama,2,Sütun Grafik,Sütun → Daire,Oran-orantı | Açı hesaplama | Toplama işlemi,Oran kurma | Açı bulma,Bilyelerin renklerine göre dağılımı,2025,B,images/veri_analizi_224.png,55,35,6,4,9.166666666666666,8.75,3,2,2,2,2
S225-2024-VeriAnalizi,Veri Analizi,Tablo Yorumlama ve Yüzde Hesaplama,Tablolarda verilen verilerden yüzde artış ve azalış hesaplayarak çıkarım yapar.,Yorumlama ve Yüzde Hesaplama,Analiz,3,Tablo,Tablo → Yüzde Hesaplama,Yüzde hesaplama | Artış/azalış oranı | Tablo okuma,Oran-orantı | Yüzde bulma | Karşılaştırma,Öğrencilerin çözdükleri soru sayılarının karşılaştırılması,2024,D,images/veri_analizi_225.png,79,58,10,5,7.9,11.6,3,3,3,2,2
S226-2022-VeriAnalizi,Veri Analizi,Grafik Yorumlama ve Doğru-Yanlış Analizi,Daire ve sütun grafiğindeki verileri ilişkilendirerek doğru sayısını hesaplar.,Yorumlama ve Hesaplama,Analiz,3,Daire + Sütun Grafik,Daire → Sayı → Hesaplama,Açıdan oran bulma | Toplam soru hesaplama | Yanlış-doğru ilişkisi,Oran | Açıdan değer bulma | Çıkarma,Öğrencinin çözdüğü soruların analiz edilmesi,2022,A,images/veri_analizi_226.png,78,44,9,5,8.666666666666666,8.8,3,3,3,3,3
S227-2020-VeriAnalizi,Veri Analizi,Grafik Dönüştürme,Sütun grafiğindeki verileri kullanarak daire grafiği oluşturur.,Dönüştürme ve Hesaplama,Uygulama,3,Sütun Grafik,Sütun → Daire,Toplam bulma | Açı hesaplama | Oran-orantı,Toplama | Oran kurma | Açı hesaplama,Öğrencinin aylık çözdüğü soru miktarları,2020,B,images/veri_analizi_227.png,63,40,7,5,9.0,8.0,3,3,2,2,2
S228-2018-VeriAnalizi,Veri Analizi,Grafik Karşılaştırma ve Başarı Yüzdesi Hesaplama,Sütun ve çizgi grafiğindeki verileri karşılaştırarak başarı yüzdesi hesaplar.,Karşılaştırma ve Hesaplama,Analiz,3,Sütun + Çizgi Grafik,Sütun + Çizgi → Yüzde Hesaplama,Yüzde hesaplama | Başarı oranı | Grafik okuma,Yüzde bulma | Oran kurma,Öğrencilerin seçmeli ders başarılarının karşılaştırılması,2018,D,images/veri_analizi_228.png,77,57,9,5,8.555555555555555,11.4,3,2,3,3,2
S229-2024-VeriAnalizi,Veri Analizi,Grafik Dönüştürme ve Merkez Açısı Hesaplama,Sütun grafiğindeki verileri daire grafiğine dönüştürür ve merkez açı hesaplar.,Dönüştürme ve Yorumlama,Analiz,3,Sütun Grafik,Sütun → Daire,Açı hesaplama | Toplam bulma | Oran-orantı,Açı bulma | Oran kurma,Öğrencinin günlük çözdüğü soru sayıları,2024,A,images/veri_analizi_229.png,78,39,10,5,7.8,7.8,3,2,3,2,2
S230-2022-VeriAnalizi,Veri Analizi,İki Grafik Arasında Oran İlişkisi,Daire grafiklerindeki oranları ilişkilendirerek öğrenci sayılarını hesaplar.,Oran Hesaplama ve Yorumlama,Analiz,4,Daire Grafik,Daire → Oran → Hesaplama,Oran-orantı | Açı oranı | Daire dilimi yorumlama,Oran kurma | Sayı bulma,Üniversiteyi kazanan öğrencilerin bölüm dağılımları,2022,C,images/veri_analizi_230.png,76,51,7,5,10.857142857142858,10.2,3,2,3,2,3
